Design,Cost,Utility to Science,Failed Downtime,Servicing Margin
12836,1.58E+10,1.07E+08,0.64952,69568
12837,1.57E+10,9.23E+07,0.69243,75856
12838,1.25E+10,5.59E+07,0.66922,3.17E+05
12839,1.83E+10,5.43E+07,0.71378,0
12840,1.74E+10,1.09E+08,0.66287,20039
12841,1.47E+10,1.42E+08,0.60787,1.03E+05
12842,1.15E+10,7.15E+07,0.67065,3.54E+05
12843,1.68E+10,1.29E+08,0.62975,33235
12844,1.44E+10,1.17E+08,0.66786,1.18E+05
12845,1.09E+10,3.92E+07,0.69481,4.50E+05
12846,1.79E+10,3.01E+07,0.66202,0
12847,1.66E+10,9.20E+07,0.65788,41335
12848,1.64E+10,1.96E+07,0.72423,48331
12849,1.32E+10,2.63E+07,0.68139,2.49E+05
12850,1.57E+10,7.80E+07,0.65654,73093
12851,1.57E+10,6.42E+07,0.67552,78088
12852,1.14E+10,9.07E+07,0.6823,4.63E+05
12853,5.87E+10,3.97E+09,0.21781,0
12854,4.81E+10,3.06E+09,0.26247,89018
12855,4.42E+10,3.00E+09,0.26819,1.34E+05
12856,1.95E+10,3.02E+09,0.32525,1.09E+06
12857,4.60E+10,2.80E+09,0.23411,1.12E+05
12858,4.32E+10,2.79E+09,0.2965,1.50E+05
12859,1.74E+10,3.14E+09,0.26099,1.40E+06
12860,5.87E+10,42807,0.19649,0
12861,5.14E+10,5.99E+07,0.17308,56728
12862,4.76E+10,50994,0.15832,94935
12863,2.10E+10,55956,0.14003,9.54E+05
12864,5.09E+10,2.57E+07,0.18293,61445
12865,4.70E+10,9.55E+05,0.20528,1.02E+05
12866,2.00E+10,45186,0.15242,1.06E+06
12867,6.01E+10,66661,0.15372,0
12868,5.49E+10,1.42E+05,0.153,27662
12869,3.70E+10,6.52E+05,0.18339,1.95E+05
12870,1.82E+10,54781,0.19096,9.76E+05
12871,5.46E+10,66905,0.16584,29884
12872,3.67E+10,1.37E+05,0.15391,2.00E+05
12873,1.74E+10,60569,0.2295,1.08E+06
12874,5.87E+10,46129,0.15308,0
12875,5.17E+10,60310,0.20303,53951
12876,4.78E+10,1.03E+05,0.13683,92822
12877,2.13E+10,4.42E+06,0.1546,9.24E+05
12878,5.09E+10,48327,0.18043,61362
12879,4.71E+10,51432,0.19096,1.01E+05
12880,2.13E+10,95017,0.1744,9.35E+05
12881,3.37E+10,1.34E+09,0.33683,0
12882,3.01E+10,1.11E+09,0.425,52931
12883,2.86E+10,1.37E+09,0.42928,78435
12884,1.73E+10,1.09E+09,0.46902,5.41E+05
12885,2.75E+10,1.37E+09,0.46279,1.01E+05
12886,2.64E+10,1.10E+09,0.3625,1.26E+05
12887,1.24E+10,9.82E+08,0.53211,1.25E+06
12888,3.37E+10,8.45E+08,0.33563,0
12889,2.81E+10,7.19E+08,0.42298,88690
12890,2.66E+10,4.91E+08,0.39582,1.20E+05
12891,1.43E+10,7.33E+08,0.38753,8.66E+05
12892,2.71E+10,5.74E+08,0.36577,1.08E+05
12893,2.59E+10,4.33E+08,0.36721,1.37E+05
12894,1.28E+10,2.51E+08,0.40568,1.16E+06
12895,3.45E+10,1.39E+09,0.40721,0
12896,3.04E+10,4.84E+08,0.40865,43998
12897,2.17E+10,7.02E+08,0.33635,2.08E+05
12898,1.22E+10,3.99E+08,0.38375,9.97E+05
12899,2.99E+10,7.62E+08,0.40529,49510
12900,2.14E+10,7.75E+08,0.37875,2.17E+05
12901,1.19E+10,5.53E+08,0.40514,1.09E+06
12902,3.37E+10,1.30E+09,0.3325,0
12903,2.82E+10,5.58E+08,0.35779,85585
12904,2.66E+10,3.75E+08,0.40981,1.20E+05
12905,1.51E+10,4.56E+08,0.34178,7.62E+05
12906,2.73E+10,4.95E+08,0.33058,1.05E+05
12907,2.59E+10,7.14E+08,0.33293,1.38E+05
12908,1.37E+10,5.63E+08,0.38043,9.76E+05
12909,1.71E+10,1.49E+08,0.6497,0
12910,1.58E+10,8.56E+07,0.74013,41089
12911,1.56E+10,1.32E+08,0.71686,49249
12912,1.30E+10,1.83E+08,0.70089,2.16E+05
12913,1.53E+10,1.49E+08,0.71258,62213
12914,1.53E+10,1.22E+08,0.70504,62492
12915,1.13E+10,1.41E+08,0.71705,4.04E+05
12916,1.71E+10,6.58E+07,0.68947,0
12917,1.58E+10,8.41E+07,0.65582,40983
12918,1.57E+10,9.23E+07,0.65361,47789
12919,1.15E+10,1.16E+08,0.67264,3.64E+05
12920,1.50E+10,1.16E+08,0.61207,72570
12921,1.49E+10,1.23E+08,0.66639,81809
12922,1.03E+10,3.29E+07,0.65701,5.76E+05
12923,1.75E+10,4.82E+07,0.66624,0
12924,1.66E+10,9.09E+07,0.64936,19740
12925,1.40E+10,1.14E+08,0.63907,1.07E+05
12926,1.07E+10,8.43E+06,0.72998,3.83E+05
12927,1.61E+10,5.05E+07,0.66537,32360
12928,1.33E+10,1.46E+08,0.67607,1.37E+05
12929,9.56E+09,1.98E+08,0.6756,6.10E+05
12930,1.71E+10,1.11E+08,0.64918,0
12931,1.58E+10,7.61E+07,0.655,40824
12932,1.57E+10,1.30E+08,0.63197,47583
12933,1.16E+10,9.98E+06,0.73331,3.47E+05
12934,1.52E+10,5.59E+07,0.67216,65464
12935,1.50E+10,1.21E+08,0.71816,76546
12936,1.17E+10,4.52E+07,0.6972,3.41E+05
12937,5.88E+10,4.30E+09,0.22983,0
12938,4.83E+10,2.85E+09,0.31194,87629
12939,4.46E+10,2.51E+09,0.26733,1.30E+05
12940,1.79E+10,2.30E+09,0.27087,1.30E+06
12941,4.63E+10,2.97E+09,0.26449,1.09E+05
12942,4.24E+10,2.56E+09,0.24815,1.60E+05
12943,1.54E+10,2.80E+09,0.25326,1.77E+06
12944,5.88E+10,43549,0.18486,0
12945,5.16E+10,2.84E+07,0.15106,55687
12946,4.74E+10,3.76E+05,0.16942,97204
12947,2.03E+10,8.43E+06,0.18848,1.01E+06
12948,5.07E+10,4.95E+07,0.19966,63818
12949,4.71E+10,2.93E+07,0.18134,1.02E+05
12950,2.10E+10,42692,0.18953,9.65E+05
12951,6.01E+10,1.53E+07,0.17478,0
12952,5.51E+10,56674,0.14065,27148
12953,3.67E+10,55060,0.17757,2.00E+05
12954,1.82E+10,52566,0.18258,9.76E+05
12955,5.47E+10,54051,0.17262,29639
12956,3.68E+10,2.29E+05,0.16598,1.99E+05
12957,1.58E+10,60198,0.18296,1.32E+06
12958,5.88E+10,3.65E+06,0.16072,0
12959,5.15E+10,8.88E+07,0.20043,56114
12960,4.74E+10,45248,0.15591,97192
12961,2.18E+10,9.45E+06,0.19571,8.86E+05
12962,5.07E+10,6.08E+07,0.15798,63390
12963,4.69E+10,91433,0.18558,1.04E+05
12964,2.11E+10,1.38E+08,0.19173,9.54E+05
12965,3.38E+10,1.15E+09,0.40702,0
12966,3.01E+10,1.16E+09,0.40529,52555
12967,2.89E+10,1.12E+09,0.49346,73345
12968,1.59E+10,1.43E+09,0.48038,6.73E+05
12969,2.74E+10,1.49E+09,0.39317,1.03E+05
12970,2.64E+10,1.06E+09,0.49731,1.27E+05
12971,1.41E+10,7.72E+08,0.49545,9.11E+05
12972,3.38E+10,1.08E+09,0.38861,0
12973,2.81E+10,4.50E+08,0.35346,88046
12974,2.67E+10,7.04E+08,0.36236,1.19E+05
12975,1.40E+10,6.54E+08,0.34716,9.17E+05
12976,2.71E+10,4.50E+08,0.38341,1.08E+05
12977,2.56E+10,6.94E+08,0.38861,1.46E+05
12978,1.19E+10,3.60E+08,0.39484,1.40E+06
12979,3.46E+10,1.33E+09,0.37562,0
12980,3.04E+10,6.02E+08,0.32385,43681
12981,2.18E+10,5.43E+08,0.37072,2.04E+05
12982,1.18E+10,6.08E+08,0.336,1.10E+06
12983,3.00E+10,5.42E+08,0.33423,49289
12984,2.12E+10,6.52E+08,0.31082,2.26E+05
12985,1.29E+10,4.91E+08,0.39282,8.87E+05
12986,3.38E+10,8.13E+08,0.37014,0
12987,2.81E+10,4.68E+08,0.36173,87703
12988,2.68E+10,3.91E+08,0.33082,1.16E+05
12989,1.31E+10,4.43E+08,0.35898,1.08E+06
12990,2.72E+10,5.42E+08,0.32269,1.06E+05
12991,2.59E+10,4.21E+08,0.38202,1.37E+05
12992,1.37E+10,7.58E+08,0.42576,9.87E+05
12993,1.71E+10,1.87E+08,0.66013,0
12994,1.59E+10,1.42E+08,0.61513,40788
12995,1.57E+10,1.08E+08,0.72162,47720
12996,1.21E+10,1.05E+08,0.72622,2.94E+05
12997,1.54E+10,1.68E+08,0.68056,59518
12998,1.54E+10,1.15E+08,0.73865,61973
12999,1.15E+10,1.44E+08,0.7005,3.69E+05
13000,1.71E+10,6.44E+07,0.68534,0
13001,1.59E+10,8.26E+07,0.66317,40682
13002,1.57E+10,3.18E+07,0.68332,49022
13003,1.13E+10,5.93E+07,0.66166,3.97E+05
13004,1.50E+10,5.00E+07,0.66207,75058
13005,1.49E+10,1.28E+08,0.60666,79369
13006,1.10E+10,8.13E+07,0.76032,4.42E+05
13007,1.75E+10,1.66E+08,0.67321,0
13008,1.66E+10,8.26E+07,0.68941,19589
13009,1.39E+10,2.25E+08,0.68402,1.10E+05
13010,1.09E+10,1.13E+07,0.67354,3.67E+05
13011,1.61E+10,8.37E+07,0.63431,32801
13012,1.37E+10,1.08E+08,0.62373,1.22E+05
13013,9.59E+09,8.37E+07,0.66573,6.06E+05
13014,1.71E+10,1.77E+08,0.65678,0
13015,1.59E+10,1.14E+08,0.68538,40524
13016,1.58E+10,2.25E+08,0.66149,44787
13017,1.29E+10,7.64E+07,0.68317,2.24E+05
13018,1.51E+10,4.90E+07,0.6374,70155
13019,1.49E+10,1.25E+07,0.66841,82200
13020,1.08E+10,8.16E+07,0.66172,4.77E+05
13021,5.82E+10,4.42E+09,0.26185,0
13022,4.77E+10,2.94E+09,0.25396,87045
13023,4.41E+10,2.56E+09,0.27541,1.29E+05
13024,1.69E+10,2.73E+09,0.31373,1.40E+06
13025,4.59E+10,2.91E+09,0.24103,1.06E+05
13026,4.23E+10,2.72E+09,0.24766,1.53E+05
13027,1.68E+10,2.68E+09,0.25319,1.45E+06
13028,5.82E+10,44163,0.17293,0
13029,5.13E+10,1.86E+05,0.22212,52511
13030,4.74E+10,45745,0.15663,90834
13031,2.04E+10,45646,0.21187,9.69E+05
13032,5.05E+10,53137,0.18236,60106
13033,4.67E+10,1.39E+08,0.1249,98870
13034,1.98E+10,1.34E+06,0.13529,1.04E+06
13035,5.95E+10,6.90E+05,0.17416,0
13036,5.44E+10,1.00E+08,0.19093,27138
13037,3.75E+10,61709,0.19257,1.80E+05
13038,1.67E+10,3.71E+07,0.18448,1.12E+06
13039,5.41E+10,1.21E+06,0.19815,29133
13040,3.66E+10,56619,0.14815,1.94E+05
13041,1.65E+10,3.43E+05,0.15017,1.15E+06
13042,5.82E+10,5.31E+07,0.18716,0
13043,5.11E+10,3.59E+06,0.1887,54172
13044,4.71E+10,6.03E+07,0.13288,93630
13045,2.09E+10,7.69E+07,0.20606,9.23E+05
13046,5.04E+10,5.55E+07,0.19231,61166
13047,4.59E+10,1.97E+05,0.13668,1.08E+05
13048,1.94E+10,95969,0.22848,1.08E+06
13049,3.34E+10,1.47E+09,0.43707,0
13050,2.98E+10,1.32E+09,0.34995,51311
13051,2.85E+10,1.35E+09,0.41784,73908
13052,1.54E+10,1.10E+09,0.46183,6.96E+05
13053,2.72E+10,9.96E+08,0.44351,1.00E+05
13054,2.61E+10,1.11E+09,0.45111,1.26E+05
13055,1.26E+10,1.24E+09,0.49481,1.15E+06
13056,3.34E+10,1.18E+09,0.30154,0
13057,2.79E+10,2.94E+08,0.39793,85988
13058,2.64E+10,4.94E+08,0.34683,1.18E+05
13059,1.43E+10,5.68E+08,0.35988,8.30E+05
13060,2.70E+10,6.66E+08,0.35111,1.03E+05
13061,2.59E+10,5.75E+08,0.42076,1.29E+05
13062,1.26E+10,4.44E+08,0.40177,1.15E+06
13063,3.42E+10,1.43E+09,0.3676,0
13064,3.02E+10,6.64E+08,0.34601,41414
13065,2.19E+10,1.01E+09,0.37466,1.92E+05
13066,1.10E+10,5.27E+08,0.38828,1.26E+06
13067,2.97E+10,9.16E+08,0.33168,48282
13068,2.09E+10,5.73E+08,0.38865,2.24E+05
13069,1.14E+10,5.60E+08,0.41633,1.16E+06
13070,3.34E+10,1.08E+09,0.32346,0
13071,2.81E+10,5.04E+08,0.37707,81654
13072,2.65E+10,3.82E+08,0.33058,1.15E+05
13073,1.49E+10,8.51E+08,0.3458,7.50E+05
13074,2.70E+10,4.84E+08,0.33971,1.03E+05
13075,2.54E+10,6.86E+08,0.31409,1.41E+05
13076,1.37E+10,5.23E+08,0.37415,9.43E+05
13077,1.69E+10,8.50E+07,0.67864,0
13078,1.57E+10,1.34E+08,0.74263,39789
13079,1.56E+10,1.39E+08,0.72729,43626
13080,1.28E+10,1.08E+08,0.72479,2.18E+05
13081,1.52E+10,1.11E+08,0.72431,57990
13082,1.51E+10,9.77E+07,0.67521,65663
13083,1.19E+10,1.63E+08,0.70239,3.08E+05
13084,1.69E+10,1.69E+08,0.65264,0
13085,1.57E+10,1.33E+08,0.57236,39686
13086,1.56E+10,8.13E+07,0.66764,44140
13087,1.22E+10,5.02E+07,0.71269,2.70E+05
13088,1.50E+10,2.52E+08,0.61918,68672
13089,1.48E+10,7.48E+07,0.68797,78769
13090,1.05E+10,6.66E+07,0.72595,5.00E+05
13091,1.73E+10,3.81E+07,0.66268,0
13092,1.65E+10,1.92E+08,0.71215,19099
13093,1.38E+10,1.82E+07,0.6983,1.06E+05
13094,1.07E+10,1.41E+07,0.69812,3.67E+05
13095,1.61E+10,4.98E+07,0.62662,29135
13096,1.34E+10,2.29E+08,0.62076,1.24E+05
13097,1.01E+10,3.01E+07,0.70846,4.66E+05
13098,1.69E+10,3.15E+07,0.72798,0
13099,1.57E+10,5.06E+07,0.68827,39532
13100,1.56E+10,2.17E+08,0.60856,45750
13101,1.15E+10,8.50E+07,0.67615,3.43E+05
13102,1.50E+10,1.25E+08,0.64144,66178
13103,1.50E+10,7.87E+07,0.71782,69728
13104,1.04E+10,2.14E+07,0.69268,5.26E+05
13105,5.66E+10,3.35E+09,0.29324,0
13106,4.61E+10,2.80E+09,0.2393,88476
13107,4.18E+10,3.03E+09,0.28221,1.38E+05
13108,1.65E+10,2.91E+09,0.3181,1.28E+06
13109,4.38E+10,2.89E+09,0.32992,1.13E+05
13110,3.99E+10,1.84E+09,0.32667,1.64E+05
13111,1.39E+10,2.85E+09,0.29004,1.82E+06
13112,5.66E+10,1.77E+07,0.21611,0
13113,4.91E+10,1.30E+07,0.18173,59063
13114,4.42E+10,1.61E+05,0.22474,1.07E+05
13115,1.87E+10,41552,0.20672,1.00E+06
13116,4.83E+10,49175,0.1775,66040
13117,4.37E+10,1.15E+07,0.20407,1.15E+05
13118,1.87E+10,40372,0.21657,1.02E+06
13119,5.80E+10,41353,0.20685,0
13120,5.26E+10,3.74E+07,0.18776,29256
13121,3.41E+10,52327,0.2017,2.08E+05
13122,1.58E+10,52711,0.20043,1.08E+06
13123,5.19E+10,52292,0.2029,33130
13124,3.36E+10,2.72E+05,0.17628,2.15E+05
13125,1.45E+10,7.58E+07,0.18495,1.30E+06
13126,5.66E+10,3.64E+07,0.17236,0
13127,4.93E+10,9.22E+07,0.18981,56963
13128,4.41E+10,5.32E+05,0.16268,1.09E+05
13129,1.86E+10,1.10E+07,0.20534,1.01E+06
13130,4.83E+10,45015,0.17168,65621
13131,4.31E+10,4.86E+07,0.2045,1.21E+05
13132,1.75E+10,40539,0.23451,1.16E+06
13133,3.25E+10,1.36E+09,0.46678,0
13134,2.87E+10,1.10E+09,0.53197,56101
13135,2.70E+10,1.18E+09,0.47881,84873
13136,1.38E+10,1.25E+09,0.48753,7.75E+05
13137,2.60E+10,1.43E+09,0.49361,1.06E+05
13138,2.45E+10,1.25E+09,0.5079,1.41E+05
13139,1.23E+10,8.59E+08,0.55352,1.04E+06
13140,3.25E+10,1.18E+09,0.42207,0
13141,2.68E+10,5.72E+08,0.41668,89844
13142,2.50E+10,4.06E+08,0.40306,1.27E+05
13143,1.17E+10,3.51E+08,0.45712,1.15E+06
13144,2.59E+10,3.74E+08,0.43817,1.08E+05
13145,2.42E+10,3.04E+08,0.43919,1.47E+05
13146,1.18E+10,5.36E+08,0.3737,1.13E+06
13147,3.33E+10,9.83E+08,0.42495,0
13148,2.92E+10,7.36E+08,0.39029,44059
13149,2.10E+10,6.69E+08,0.42977,1.92E+05
13150,1.10E+10,4.03E+08,0.45415,1.04E+06
13151,2.84E+10,6.21E+08,0.37462,53344
13152,1.98E+10,5.78E+08,0.41162,2.29E+05
13153,1.07E+10,5.01E+08,0.4391,1.13E+06
13154,3.25E+10,6.45E+08,0.42726,0
13155,2.70E+10,6.28E+08,0.42418,86806
13156,2.48E+10,4.44E+08,0.43982,1.31E+05
13157,1.25E+10,3.98E+08,0.41284,9.67E+05
13158,2.59E+10,2.96E+08,0.37854,1.08E+05
13159,2.40E+10,4.13E+08,0.39433,1.52E+05
13160,1.14E+10,4.61E+08,0.43061,1.23E+06
13161,1.65E+10,1.44E+08,0.73571,0
13162,1.51E+10,1.11E+08,0.74561,44003
13163,1.47E+10,1.51E+08,0.76327,61123
13164,9.89E+09,1.54E+08,0.73104,4.90E+05
13165,1.45E+10,1.07E+08,0.72819,68114
13166,1.43E+10,1.25E+08,0.74817,80099
13167,9.92E+09,1.02E+08,0.76989,4.95E+05
13168,1.65E+10,6.96E+07,0.67563,0
13169,1.51E+10,1.52E+07,0.73688,43895
13170,1.46E+10,4.72E+07,0.69476,63976
13171,1.03E+10,6.70E+07,0.71204,4.20E+05
13172,1.43E+10,6.76E+07,0.69845,79007
13173,1.40E+10,2.48E+07,0.66917,92919
13174,1.01E+10,2.23E+07,0.72359,4.55E+05
13175,1.69E+10,4.23E+07,0.71104,0
13176,1.59E+10,2.03E+07,0.70893,22116
13177,1.31E+10,1.67E+07,0.70402,1.14E+05
13178,9.64E+09,7.51E+07,0.71499,4.34E+05
13179,1.53E+10,4.12E+07,0.74016,38017
13180,1.22E+10,7.36E+07,0.70084,1.59E+05
13181,8.82E+09,7.98E+07,0.71855,6.12E+05
13182,1.65E+10,2.42E+07,0.73928,0
13183,1.51E+10,5.39E+07,0.75322,43733
13184,1.47E+10,1.51E+08,0.67613,60518
13185,9.98E+09,5.50E+06,0.69939,4.72E+05
13186,1.43E+10,1.16E+08,0.67712,77189
13187,1.40E+10,5.85E+07,0.69932,90157
13188,1.07E+10,8.39E+06,0.7383,3.73E+05
13189,5.40E+10,3.74E+09,0.29516,0
13190,4.36E+10,2.40E+09,0.29916,89302
13191,3.92E+10,2.64E+09,0.27718,1.42E+05
13192,1.54E+10,2.80E+09,0.31495,1.31E+06
13193,4.16E+10,2.54E+09,0.30002,1.12E+05
13194,3.80E+10,2.86E+09,0.30243,1.60E+05
13195,1.44E+10,2.37E+09,0.33622,1.50E+06
13196,5.40E+10,3.12E+07,0.18019,0
13197,4.70E+10,51634,0.19606,55568
13198,4.18E+10,5.34E+05,0.20646,1.09E+05
13199,1.87E+10,39330,0.24951,8.92E+05
13200,4.59E+10,5.13E+07,0.18823,65123
13201,4.16E+10,9.38E+05,0.20964,1.12E+05
13202,1.72E+10,42358,0.19984,1.06E+06
13203,5.53E+10,1.28E+07,0.1642,0
13204,5.02E+10,3.88E+07,0.22507,28119
13205,3.34E+10,8.99E+06,0.19402,1.88E+05
13206,1.48E+10,2.80E+07,0.19902,1.10E+06
13207,4.92E+10,2.31E+07,0.18826,34443
13208,3.24E+10,1.10E+08,0.14687,2.05E+05
13209,1.44E+10,3.06E+05,0.17674,1.18E+06
13210,5.40E+10,3.91E+05,0.21567,0
13211,4.69E+10,5.49E+05,0.21288,55978
13212,4.19E+10,47348,0.20422,1.07E+05
13213,1.77E+10,3.64E+06,0.20525,1.00E+06
13214,4.60E+10,4.29E+07,0.23317,64547
13215,4.19E+10,92331,0.18488,1.08E+05
13216,1.79E+10,44259,0.17252,9.85E+05
13217,3.10E+10,8.11E+08,0.52111,0
13218,2.75E+10,1.04E+09,0.5126,51720
13219,2.56E+10,1.35E+09,0.49359,84867
13220,1.36E+10,1.16E+09,0.52389,6.94E+05
13221,2.47E+10,1.39E+09,0.48365,1.05E+05
13222,2.33E+10,1.34E+09,0.42155,1.37E+05
13223,1.19E+10,1.05E+09,0.54449,9.88E+05
13224,3.10E+10,8.86E+08,0.37356,0
13225,2.55E+10,3.38E+08,0.40952,88474
13226,2.39E+10,5.56E+08,0.3913,1.23E+05
13227,1.22E+10,3.39E+08,0.40218,9.03E+05
13228,2.45E+10,4.17E+08,0.39274,1.10E+05
13229,2.29E+10,3.51E+08,0.42775,1.49E+05
13230,1.10E+10,4.47E+08,0.45458,1.19E+06
13231,3.18E+10,1.16E+09,0.39077,0
13232,2.79E+10,3.94E+08,0.39101,41458
13233,1.91E+10,6.42E+08,0.40499,2.15E+05
13234,1.01E+10,8.29E+08,0.41503,1.15E+06
13235,2.72E+10,6.27E+08,0.37864,50235
13236,1.88E+10,8.72E+08,0.39775,2.28E+05
13237,1.08E+10,5.76E+08,0.43331,9.76E+05
13238,3.10E+10,8.36E+08,0.41947,0
13239,2.56E+10,5.49E+08,0.40865,86798
13240,2.39E+10,2.70E+08,0.42909,1.23E+05
13241,1.30E+10,3.68E+08,0.40863,7.81E+05
13242,2.46E+10,2.92E+08,0.4475,1.07E+05
13243,2.31E+10,3.96E+08,0.44082,1.44E+05
13244,1.19E+10,4.89E+08,0.4103,9.82E+05
13245,1.57E+10,1.22E+08,0.77537,0
13246,1.44E+10,1.07E+08,0.74542,43176
13247,1.40E+10,1.06E+08,0.74617,60017
13248,1.13E+10,8.91E+07,0.79362,2.42E+05
13249,1.39E+10,1.25E+08,0.74582,64674
13250,1.35E+10,1.10E+08,0.74884,81919
13251,9.51E+09,1.23E+08,0.73554,4.78E+05
13252,1.57E+10,1.34E+08,0.69519,0
13253,1.44E+10,8.28E+07,0.70293,43069
13254,1.39E+10,1.22E+08,0.6604,66318
13255,1.02E+10,1.01E+08,0.70231,3.58E+05
13256,1.36E+10,4.03E+07,0.67332,75326
13257,1.33E+10,5.57E+07,0.66512,92221
13258,9.04E+09,1.46E+07,0.67544,5.75E+05
13259,1.61E+10,4.14E+07,0.70681,0
13260,1.52E+10,5.22E+07,0.71888,21677
13261,1.26E+10,5.68E+07,0.72756,1.11E+05
13262,8.49E+09,8.13E+06,0.72762,5.72E+05
13263,1.46E+10,1.92E+07,0.71219,37241
13264,1.17E+10,7.57E+07,0.69135,1.56E+05
13265,8.45E+09,1.07E+08,0.72839,5.99E+05
13266,1.57E+10,1.25E+08,0.6538,0
13267,1.44E+10,1.33E+08,0.66966,42910
13268,1.40E+10,1.16E+08,0.66417,60896
13269,1.01E+10,8.05E+07,0.68196,3.70E+05
13270,1.36E+10,1.09E+07,0.65264,76510
13271,1.33E+10,5.30E+07,0.69041,91458
13272,9.90E+09,4.91E+07,0.73044,4.12E+05
13273,5.40E+10,3.92E+09,0.25103,0
13274,4.37E+10,2.47E+09,0.3181,88486
13275,3.90E+10,2.87E+09,0.31293,1.45E+05
13276,1.62E+10,2.06E+09,0.32974,1.18E+06
13277,4.16E+10,2.78E+09,0.2556,1.12E+05
13278,3.81E+10,2.84E+09,0.30895,1.58E+05
13279,1.34E+10,2.31E+09,0.31661,1.75E+06
13280,5.40E+10,1.15E+07,0.20856,0
13281,4.70E+10,43929,0.18678,54896
13282,4.10E+10,45241,0.16461,1.18E+05
13283,1.79E+10,94709,0.1948,9.70E+05
13284,4.60E+10,40393,0.21889,64561
13285,4.16E+10,41480,0.20931,1.12E+05
13286,1.72E+10,7.73E+05,0.19347,1.07E+06
13287,5.53E+10,5.43E+05,0.21156,0
13288,5.02E+10,5.71E+06,0.16704,28390
13289,3.31E+10,52385,0.20785,1.93E+05
13290,1.57E+10,9.92E+07,0.21473,9.74E+05
13291,4.96E+10,47037,0.22813,31935
13292,3.17E+10,1.74E+06,0.16427,2.17E+05
13293,1.49E+10,58014,0.20745,1.10E+06
13294,5.40E+10,1.97E+05,0.18077,0
13295,4.70E+10,41646,0.20971,55306
13296,4.17E+10,40119,0.23819,1.09E+05
13297,1.87E+10,46930,0.18782,8.95E+05
13298,4.58E+10,3.03E+06,0.20614,66578
13299,4.20E+10,44860,0.16264,1.07E+05
13300,1.78E+10,38231,0.25746,9.99E+05
13301,3.10E+10,1.02E+09,0.53298,0
13302,2.74E+10,1.06E+09,0.53462,53923
13303,2.58E+10,1.24E+09,0.52128,81679
13304,1.50E+10,1.27E+09,0.49093,5.54E+05
13305,2.47E+10,9.72E+08,0.56812,1.05E+05
13306,2.33E+10,9.48E+08,0.52918,1.37E+05
13307,1.20E+10,1.32E+09,0.48602,9.59E+05
13308,3.10E+10,4.99E+08,0.38505,0
13309,2.56E+10,3.02E+08,0.46077,85707
13310,2.39E+10,5.53E+08,0.37804,1.22E+05
13311,1.17E+10,5.06E+08,0.42677,1.01E+06
13312,2.46E+10,4.89E+08,0.41808,1.08E+05
13313,2.30E+10,5.05E+08,0.37974,1.45E+05
13314,1.14E+10,3.31E+08,0.43075,1.08E+06
13315,3.18E+10,9.76E+08,0.38947,0
13316,2.77E+10,5.92E+08,0.40923,43923
13317,1.94E+10,4.61E+08,0.4051,2.05E+05
13318,1.05E+10,6.73E+08,0.42172,1.03E+06
13319,2.71E+10,5.80E+08,0.36754,51836
13320,1.93E+10,4.10E+08,0.39082,2.12E+05
13321,9.84E+09,4.94E+08,0.43361,1.24E+06
13322,3.10E+10,1.01E+09,0.38192,0
13323,2.54E+10,3.58E+08,0.46255,90745
13324,2.37E+10,4.21E+08,0.37486,1.26E+05
13325,1.17E+10,4.22E+08,0.43658,9.93E+05
13326,2.45E+10,9.58E+08,0.36341,1.09E+05
13327,2.31E+10,5.55E+08,0.40166,1.44E+05
13328,1.07E+10,3.97E+08,0.39742,1.27E+06
13329,1.57E+10,1.25E+08,0.76763,0
13330,1.44E+10,1.23E+08,0.74508,43121
13331,1.41E+10,1.65E+08,0.73609,57586
13332,8.91E+09,8.03E+07,0.79932,5.93E+05
13333,1.39E+10,1.38E+08,0.75097,64581
13334,1.36E+10,1.06E+08,0.74448,79404
13335,9.98E+09,8.27E+07,0.77872,4.00E+05
13336,1.57E+10,2.47E+07,0.76327,0
13337,1.44E+10,1.70E+07,0.66611,43014
13338,1.40E+10,4.69E+07,0.69529,59605
13339,1.10E+10,4.38E+07,0.74536,2.71E+05
13340,1.37E+10,2.73E+07,0.73003,74482
13341,1.32E+10,5.80E+07,0.70409,94485
13342,1.04E+10,4.41E+07,0.74598,3.43E+05
13343,1.61E+10,1.55E+08,0.67946,0
13344,1.52E+10,5.99E+07,0.7221,21644
13345,1.27E+10,9.01E+06,0.74076,1.04E+05
13346,9.94E+09,2.45E+07,0.71413,3.24E+05
13347,1.46E+10,1.54E+07,0.70749,37888
13348,1.19E+10,1.34E+08,0.69591,1.45E+05
13349,9.19E+09,1.07E+08,0.71744,4.41E+05
13350,1.57E+10,1.29E+08,0.64755,0
13351,1.44E+10,1.23E+08,0.63399,42855
13352,1.39E+10,1.23E+08,0.66588,62664
13353,1.11E+10,5.72E+07,0.72627,2.60E+05
13354,1.36E+10,6.50E+07,0.67995,75663
13355,1.33E+10,9.40E+07,0.67854,92146
13356,9.14E+09,2.53E+07,0.70146,5.52E+05
13357,5.34E+10,4.11E+09,0.27266,0
13358,4.32E+10,2.63E+09,0.27925,87220
13359,3.92E+10,3.19E+09,0.25161,1.34E+05
13360,1.75E+10,2.42E+09,0.32466,9.82E+05
13361,4.14E+10,2.25E+09,0.28959,1.07E+05
13362,3.79E+10,2.48E+09,0.27817,1.53E+05
